Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,40.941
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,41.02
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Business As Usual,"1000 US$, 2012 prices",2012,24.705
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Business As Usual,"1000 US$, 2012 prices",2030,41.983
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Business As Usual,"1000 US$, 2012 prices",2035,45.903
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Business As Usual,"1000 US$, 2012 prices",2040,49.5
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Business As Usual,"1000 US$, 2012 prices",2050,56.221
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,24.705
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,44.754
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,50.681
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,56.316
Macro Indicators,GDP per capita,Total,GDP at market prices,KOR,Republic of Korea,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,67.421
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,14.195
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,22.533
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,23.462
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,24.172
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,24.189
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Business As Usual,"1000 US$, 2012 prices",2012,14.195
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Business As Usual,"1000 US$, 2012 prices",2030,22.526
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Business As Usual,"1000 US$, 2012 prices",2035,23.902
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Business As Usual,"1000 US$, 2012 prices",2040,25.321
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Business As Usual,"1000 US$, 2012 prices",2050,27.263
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,14.195
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,24.047
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,26.537
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,29.136
Macro Indicators,GDP per capita,Total,GDP at market prices,LTU,Lithuania,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,33.778
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,13.718
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,24.652
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,26.502
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,27.822
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,29.024
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Business As Usual,"1000 US$, 2012 prices",2012,13.718
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Business As Usual,"1000 US$, 2012 prices",2030,24.357
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Business As Usual,"1000 US$, 2012 prices",2035,26.255
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Business As Usual,"1000 US$, 2012 prices",2040,27.82
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Business As Usual,"1000 US$, 2012 prices",2050,30.205
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,13.718
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,26.148
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,29.602
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,32.891
Macro Indicators,GDP per capita,Total,GDP at market prices,LVA,Latvia,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,39.035
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,49.586
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,55.176
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,54.093
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,53.356
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,52.183
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Business As Usual,"1000 US$, 2012 prices",2012,49.586
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Business As Usual,"1000 US$, 2012 prices",2030,60.651
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Business As Usual,"1000 US$, 2012 prices",2035,63.276
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Business As Usual,"1000 US$, 2012 prices",2040,66.182
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Business As Usual,"1000 US$, 2012 prices",2050,72.458
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,49.586
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,62.652
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,67.127
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,72.082
Macro Indicators,GDP per capita,Total,GDP at market prices,NLD,Netherlands,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,83.218
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,100.996
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,109.449
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,105.48
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,100.898
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,92.81
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Business As Usual,"1000 US$, 2012 prices",2012,100.996
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Business As Usual,"1000 US$, 2012 prices",2030,121.337
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Business As Usual,"1000 US$, 2012 prices",2035,125.394
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Business As Usual,"1000 US$, 2012 prices",2040,127.467
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Business As Usual,"1000 US$, 2012 prices",2050,128.318
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,100.996
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,126.921
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,136.179
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,143.791
Macro Indicators,GDP per capita,Total,GDP at market prices,NOR,Norway,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,156.237
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,39.876
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,45.344
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,45.525
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,46.189
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,48.017
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Business As Usual,"1000 US$, 2012 prices",2012,39.876
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Business As Usual,"1000 US$, 2012 prices",2030,49.18
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Business As Usual,"1000 US$, 2012 prices",2035,51.407
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Business As Usual,"1000 US$, 2012 prices",2040,54.05
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Business As Usual,"1000 US$, 2012 prices",2050,60.769
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,39.876
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,51.544
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,56.745
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,62.931
Macro Indicators,GDP per capita,Total,GDP at market prices,NZL,New Zealand,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,77.746
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,12.945
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,19.242
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,19.958
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,20.341
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,19.992
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Business As Usual,"1000 US$, 2012 prices",2012,12.945
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Business As Usual,"1000 US$, 2012 prices",2030,20.452
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Business As Usual,"1000 US$, 2012 prices",2035,22.352
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Business As Usual,"1000 US$, 2012 prices",2040,24.116
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Business As Usual,"1000 US$, 2012 prices",2050,26.787
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,12.945
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,21.912
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,24.919
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,27.788
Macro Indicators,GDP per capita,Total,GDP at market prices,POL,Poland,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,32.584
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,20.795
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,24.19
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,24.444
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,24.533
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,24.588
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Business As Usual,"1000 US$, 2012 prices",2012,20.795
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Business As Usual,"1000 US$, 2012 prices",2030,25.804
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Business As Usual,"1000 US$, 2012 prices",2035,27.208
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Business As Usual,"1000 US$, 2012 prices",2040,28.483
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Business As Usual,"1000 US$, 2012 prices",2050,31.319
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,20.795
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,27.366
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,30.113
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,32.756
Macro Indicators,GDP per capita,Total,GDP at market prices,PRT,Portugal,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,38.346
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,24.682
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,33.3
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,33.625
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,33.53
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,32.675
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Business As Usual,"1000 US$, 2012 prices",2012,24.682
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Business As Usual,"1000 US$, 2012 prices",2030,36.354
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Business As Usual,"1000 US$, 2012 prices",2035,39.525
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Business As Usual,"1000 US$, 2012 prices",2040,42.291
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Business As Usual,"1000 US$, 2012 prices",2050,44.507
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,24.682
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,37.319
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,41.743
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,45.995
Macro Indicators,GDP per capita,Total,GDP at market prices,SAU,Saudi Arabia,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,52.05
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,17.178
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,24.841
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,25.701
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,26.216
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,26.109
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Business As Usual,"1000 US$, 2012 prices",2012,17.178
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Business As Usual,"1000 US$, 2012 prices",2030,26.844
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Business As Usual,"1000 US$, 2012 prices",2035,29.533
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Business As Usual,"1000 US$, 2012 prices",2040,32.118
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Business As Usual,"1000 US$, 2012 prices",2050,36.418
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,17.178
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,28.324
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,32.117
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,35.804
Macro Indicators,GDP per capita,Total,GDP at market prices,SVK,Slovakia,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,42.518
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,57.281
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,67.955
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,67.027
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,66.164
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,63.758
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Business As Usual,"1000 US$, 2012 prices",2012,57.281
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Business As Usual,"1000 US$, 2012 prices",2030,75.427
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Business As Usual,"1000 US$, 2012 prices",2035,79.428
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Business As Usual,"1000 US$, 2012 prices",2040,83.446
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Business As Usual,"1000 US$, 2012 prices",2050,90.621
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,57.281
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,78.32
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,85.141
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,92.264
Macro Indicators,GDP per capita,Total,GDP at market prices,SWE,Sweden,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,106.218
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,18.347
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,25.374
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,26.356
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,26.965
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,26.729
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Business As Usual,"1000 US$, 2012 prices",2012,18.347
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Business As Usual,"1000 US$, 2012 prices",2030,25.408
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Business As Usual,"1000 US$, 2012 prices",2035,26.804
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Business As Usual,"1000 US$, 2012 prices",2040,28.013
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Business As Usual,"1000 US$, 2012 prices",2050,29.517
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Stratified Societies,"1000 US$, 2012 prices",2012,18.347
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Stratified Societies,"1000 US$, 2012 prices",2030,27.921
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Stratified Societies,"1000 US$, 2012 prices",2035,31.182
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Stratified Societies,"1000 US$, 2012 prices",2040,34.205
Macro Indicators,GDP per capita,Total,GDP at market prices,TTO,Trinidad and Tobago,High-income,Stratified Societies,"1000 US$, 2012 prices",2050,39.082
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,21.372
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,31.165
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,31.237
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,31.305
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,30.804
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Business As Usual,"1000 US$, 2012 prices",2012,21.372
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Business As Usual,"1000 US$, 2012 prices",2030,33.409
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Business As Usual,"1000 US$, 2012 prices",2035,35.467
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Business As Usual,"1000 US$, 2012 prices",2040,37.789
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Business As Usual,"1000 US$, 2012 prices",2050,42.011
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Stratified Societies,"1000 US$, 2012 prices",2012,21.372
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Stratified Societies,"1000 US$, 2012 prices",2030,35.858
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Stratified Societies,"1000 US$, 2012 prices",2035,39.314
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Stratified Societies,"1000 US$, 2012 prices",2040,43.032
Macro Indicators,GDP per capita,Total,GDP at market prices,TWN,"China, Taiwan Province of",High-income,Stratified Societies,"1000 US$, 2012 prices",2050,50.486
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Toward Sustainability,"1000 US$, 2012 prices",2012,15.222
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Toward Sustainability,"1000 US$, 2012 prices",2030,25.797
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Toward Sustainability,"1000 US$, 2012 prices",2035,28.154
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Toward Sustainability,"1000 US$, 2012 prices",2040,30.244
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Toward Sustainability,"1000 US$, 2012 prices",2050,33.423
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Business As Usual,"1000 US$, 2012 prices",2012,15.222
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Business As Usual,"1000 US$, 2012 prices",2030,24.437
Macro Indicators,GDP per capita,Total,GDP at market prices,URY,Uruguay,High-income,Business As Usual,"1000 US$, 2012 prices",2035,26.048
