Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Business As Usual,Tons of nutrients,2035,322342.765184297
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Business As Usual,Tons of nutrients,2040,329196.136644671
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Business As Usual,Tons of nutrients,2050,342455.504459848
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Stratified Societies,Tons of nutrients,2012,229288.913984883
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Stratified Societies,Tons of nutrients,2030,343868.908098509
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Stratified Societies,Tons of nutrients,2035,355375.751182199
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Stratified Societies,Tons of nutrients,2040,364390.128564033
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,AUT,Austria,High-income,Stratified Societies,Tons of nutrients,2050,379809.660175999
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Toward Sustainability,Tons of nutrients,2012,244669.290858401
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Toward Sustainability,Tons of nutrients,2030,200215.106462926
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Toward Sustainability,Tons of nutrients,2035,154717.604876042
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Toward Sustainability,Tons of nutrients,2040,107087.569473519
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Business As Usual,Tons of nutrients,2012,244669.290858401
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Business As Usual,Tons of nutrients,2030,411386.45523967
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Business As Usual,Tons of nutrients,2035,423672.684982006
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Business As Usual,Tons of nutrients,2040,435719.192880432
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Business As Usual,Tons of nutrients,2050,458111.665486932
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Stratified Societies,Tons of nutrients,2012,244669.290858401
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Stratified Societies,Tons of nutrients,2030,438959.253817618
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Stratified Societies,Tons of nutrients,2035,455195.14485756
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Stratified Societies,Tons of nutrients,2040,469478.907301811
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,BEL,Belgium,High-income,Stratified Societies,Tons of nutrients,2050,494380.184299174
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Toward Sustainability,Tons of nutrients,2012,3103819.79377084
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Toward Sustainability,Tons of nutrients,2030,1893204.35539062
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Toward Sustainability,Tons of nutrients,2035,1465938.90852482
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Toward Sustainability,Tons of nutrients,2040,1018043.53055965
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Business As Usual,Tons of nutrients,2012,3103819.79377084
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Business As Usual,Tons of nutrients,2030,4184509.67650807
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Business As Usual,Tons of nutrients,2035,4395619.2502012
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Business As Usual,Tons of nutrients,2040,4606257.81358838
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Business As Usual,Tons of nutrients,2050,5032744.82311495
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Stratified Societies,Tons of nutrients,2012,3103819.79377084
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Stratified Societies,Tons of nutrients,2030,4480411.4168133
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Stratified Societies,Tons of nutrients,2035,4737061.62702499
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Stratified Societies,Tons of nutrients,2040,4969947.68621413
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CAN,Canada,High-income,Stratified Societies,Tons of nutrients,2050,5414405.14768291
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Toward Sustainability,Tons of nutrients,2012,316979.438345819
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Toward Sustainability,Tons of nutrients,2030,202125.167157954
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Toward Sustainability,Tons of nutrients,2035,158064.903451695
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Toward Sustainability,Tons of nutrients,2040,110830.749150337
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Business As Usual,Tons of nutrients,2012,316979.438345819
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Business As Usual,Tons of nutrients,2030,479937.032741539
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Business As Usual,Tons of nutrients,2035,508275.192729413
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Business As Usual,Tons of nutrients,2040,535142.058981227
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Business As Usual,Tons of nutrients,2050,587637.337090423
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Stratified Societies,Tons of nutrients,2012,316979.438345819
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Stratified Societies,Tons of nutrients,2030,543866.770999779
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Stratified Societies,Tons of nutrients,2035,586399.203055771
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Stratified Societies,Tons of nutrients,2040,627014.909725163
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CHL,Chile,High-income,Stratified Societies,Tons of nutrients,2050,707736.423857954
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Toward Sustainability,Tons of nutrients,2012,335582.732692058
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Toward Sustainability,Tons of nutrients,2030,203379.010569679
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Toward Sustainability,Tons of nutrients,2035,156874.166235133
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Toward Sustainability,Tons of nutrients,2040,108611.262323505
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Business As Usual,Tons of nutrients,2012,335582.732692058
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Business As Usual,Tons of nutrients,2030,423897.310308935
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Business As Usual,Tons of nutrients,2035,437388.462049423
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Business As Usual,Tons of nutrients,2040,450676.298994122
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Business As Usual,Tons of nutrients,2050,477352.398794713
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Stratified Societies,Tons of nutrients,2012,335582.732692058
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Stratified Societies,Tons of nutrients,2030,461099.679752301
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Stratified Societies,Tons of nutrients,2035,479969.429227016
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Stratified Societies,Tons of nutrients,2040,495964.825388066
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,CZE,Czech Republic,High-income,Stratified Societies,Tons of nutrients,2050,524894.319639196
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Toward Sustainability,Tons of nutrients,2012,1946880.12954418
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Toward Sustainability,Tons of nutrients,2030,1203503.06250343
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Toward Sustainability,Tons of nutrients,2035,934235.899771149
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Toward Sustainability,Tons of nutrients,2040,650700.336121671
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Business As Usual,Tons of nutrients,2012,1946880.12954418
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Business As Usual,Tons of nutrients,2030,2623535.30310725
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Business As Usual,Tons of nutrients,2035,2744933.74342568
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Business As Usual,Tons of nutrients,2040,2862501.63873134
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Business As Usual,Tons of nutrients,2050,3096632.95784479
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Stratified Societies,Tons of nutrients,2012,1946880.12954418
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Stratified Societies,Tons of nutrients,2030,2866287.03799414
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Stratified Societies,Tons of nutrients,2035,3018935.63558973
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Stratified Societies,Tons of nutrients,2040,3152324.1704566
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DEU,Germany,High-income,Stratified Societies,Tons of nutrients,2050,3398980.23814573
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Toward Sustainability,Tons of nutrients,2012,338447.527516649
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Toward Sustainability,Tons of nutrients,2030,175065.929912282
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Toward Sustainability,Tons of nutrients,2035,131803.10433239
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Toward Sustainability,Tons of nutrients,2040,89172.2000985036
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Business As Usual,Tons of nutrients,2012,338447.527516649
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Business As Usual,Tons of nutrients,2030,385392.316634827
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Business As Usual,Tons of nutrients,2035,391347.462614974
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Business As Usual,Tons of nutrients,2040,396753.154150377
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Business As Usual,Tons of nutrients,2050,407592.493267911
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Stratified Societies,Tons of nutrients,2012,338447.527516649
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Stratified Societies,Tons of nutrients,2030,455245.101694451
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Stratified Societies,Tons of nutrients,2035,478855.018518634
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Stratified Societies,Tons of nutrients,2040,499002.396360258
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,DNK,Denmark,High-income,Stratified Societies,Tons of nutrients,2050,535489.176277727
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Toward Sustainability,Tons of nutrients,2012,1548824.35183633
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Toward Sustainability,Tons of nutrients,2030,854013.719446888
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Toward Sustainability,Tons of nutrients,2035,646412.650329206
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Toward Sustainability,Tons of nutrients,2040,438287.139284843
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Business As Usual,Tons of nutrients,2012,1548824.35183633
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Business As Usual,Tons of nutrients,2030,1992643.52734497
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Business As Usual,Tons of nutrients,2035,2065420.8700164
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Business As Usual,Tons of nutrients,2040,2134178.10787874
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Business As Usual,Tons of nutrients,2050,2262939.74036783
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Stratified Societies,Tons of nutrients,2012,1548824.35183633
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Stratified Societies,Tons of nutrients,2030,2051295.98134053
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Stratified Societies,Tons of nutrients,2035,2118186.68427085
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Stratified Societies,Tons of nutrients,2040,2176323.33893602
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,ESP,Spain,High-income,Stratified Societies,Tons of nutrients,2050,2281648.7060529
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Toward Sustainability,Tons of nutrients,2012,38242.262890861
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Toward Sustainability,Tons of nutrients,2030,21186.3272862058
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Toward Sustainability,Tons of nutrients,2035,16072.0892846582
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Toward Sustainability,Tons of nutrients,2040,10951.188120145
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Business As Usual,Tons of nutrients,2012,38242.262890861
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Business As Usual,Tons of nutrients,2030,42409.8284984763
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Business As Usual,Tons of nutrients,2035,42536.1546716706
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Business As Usual,Tons of nutrients,2040,42628.6370460827
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Business As Usual,Tons of nutrients,2050,42827.4520821824
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Stratified Societies,Tons of nutrients,2012,38242.262890861
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Stratified Societies,Tons of nutrients,2030,50869.3048513522
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Stratified Societies,Tons of nutrients,2035,52877.5198105755
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Stratified Societies,Tons of nutrients,2040,54584.3752135107
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,EST,Estonia,High-income,Stratified Societies,Tons of nutrients,2050,57708.9480089905
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Toward Sustainability,Tons of nutrients,2012,117285.046152314
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Toward Sustainability,Tons of nutrients,2030,63225.19616413
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Toward Sustainability,Tons of nutrients,2035,47588.7640695227
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Toward Sustainability,Tons of nutrients,2040,32216.1232263102
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Business As Usual,Tons of nutrients,2012,117285.046152314
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Business As Usual,Tons of nutrients,2030,143479.561745539
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Business As Usual,Tons of nutrients,2035,147086.284955708
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Business As Usual,Tons of nutrients,2040,150539.717474611
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Business As Usual,Tons of nutrients,2050,157662.419508855
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Stratified Societies,Tons of nutrients,2012,117285.046152314
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Stratified Societies,Tons of nutrients,2030,162993.669842241
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Stratified Societies,Tons of nutrients,2035,169816.544064957
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Stratified Societies,Tons of nutrients,2040,175349.038128786
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FIN,Finland,High-income,Stratified Societies,Tons of nutrients,2050,185306.139229787
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Toward Sustainability,Tons of nutrients,2012,3155743.253759
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Toward Sustainability,Tons of nutrients,2030,1731900.24606095
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Toward Sustainability,Tons of nutrients,2035,1291956.4676499
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Toward Sustainability,Tons of nutrients,2040,865656.22527708
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Business As Usual,Tons of nutrients,2012,3155743.253759
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Business As Usual,Tons of nutrients,2030,3794853.48735277
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Business As Usual,Tons of nutrients,2035,3822025.89993326
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Business As Usual,Tons of nutrients,2040,3844101.06562779
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Business As Usual,Tons of nutrients,2050,3884750.40344837
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Stratified Societies,Tons of nutrients,2012,3155743.253759
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Stratified Societies,Tons of nutrients,2030,4183324.35956744
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Stratified Societies,Tons of nutrients,2035,4262808.15182154
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Stratified Societies,Tons of nutrients,2040,4315540.17900844
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,FRA,France,High-income,Stratified Societies,Tons of nutrients,2050,4394703.42998535
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Toward Sustainability,Tons of nutrients,2012,963470.946352573
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Toward Sustainability,Tons of nutrients,2030,539544.312465699
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Toward Sustainability,Tons of nutrients,2035,413017.318362033
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Toward Sustainability,Tons of nutrients,2040,283884.868355747
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Business As Usual,Tons of nutrients,2012,963470.946352573
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Business As Usual,Tons of nutrients,2030,1136678.9940948
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Business As Usual,Tons of nutrients,2035,1169084.22355019
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Business As Usual,Tons of nutrients,2040,1201642.20397386
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Business As Usual,Tons of nutrients,2050,1267803.61735669
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Stratified Societies,Tons of nutrients,2012,963470.946352573
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Stratified Societies,Tons of nutrients,2030,1244027.35625036
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Stratified Societies,Tons of nutrients,2035,1293166.6251678
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Stratified Societies,Tons of nutrients,2040,1335363.17666811
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GBR,United Kingdom,High-income,Stratified Societies,Tons of nutrients,2050,1412591.68818613
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Toward Sustainability,Tons of nutrients,2012,432650.712115183
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Toward Sustainability,Tons of nutrients,2030,252395.758610921
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Toward Sustainability,Tons of nutrients,2035,194051.934891238
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Toward Sustainability,Tons of nutrients,2040,133678.990164689
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Business As Usual,Tons of nutrients,2012,432650.712115183
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Business As Usual,Tons of nutrients,2030,582856.630238958
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Business As Usual,Tons of nutrients,2035,604955.958135202
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Business As Usual,Tons of nutrients,2040,624929.448194178
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Business As Usual,Tons of nutrients,2050,661575.059028046
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Stratified Societies,Tons of nutrients,2012,432650.712115183
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Stratified Societies,Tons of nutrients,2030,650391.185900268
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Stratified Societies,Tons of nutrients,2035,683442.667652238
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Stratified Societies,Tons of nutrients,2040,712744.126385214
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,GRC,Greece,High-income,Stratified Societies,Tons of nutrients,2050,766243.320101099
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Toward Sustainability,Tons of nutrients,2012,898.308515599877
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Toward Sustainability,Tons of nutrients,2030,501.780721559023
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Toward Sustainability,Tons of nutrients,2035,386.710896708378
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Toward Sustainability,Tons of nutrients,2040,266.602216268193
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Toward Sustainability,Tons of nutrients,2050,0
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Business As Usual,Tons of nutrients,2012,898.308515599877
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Business As Usual,Tons of nutrients,2030,1137.57547551505
Fertilizer and Emissions,NPK Consumption,NPK_consumption,Total,HKG,"China, Hong Kong SAR",High-income,Business As Usual,Tons of nutrients,2035,1185.62552192537
